Personnel_Type,BSO,Platform,Job_Specialty,Pay_Grade_Level,BA,Onboard,Gap,Model_Criticality_Score
Military,NAVWAR,LPD,OS,E3,23,24,-1,52
Military,NAVSEA,LHA,EN,E7,16,18,-2,80
Military,USFF,CVN,PS,E3,19,18,1,72
Military,NAVWAR,SHORE,OS,E4,18,16,2,48
Military,USFF,SHORE,IT,E5,24,26,-2,40
Military,NAVSEA,LPD,OS,E3,13,11,2,72
Military,NAVWAR,DDG,GM,E3,6,6,0,52
Military,NAVAIR,DDG,GM,E5,21,22,-1,72
Military,NAVSEA,LPD,EN,E5,22,21,1,92
Military,NAVWAR,DDG,EN,E5,24,25,-1,72
Military,USFF,DDG,IT,E6,23,24,-1,72
Military,NAVSEA,DDG,ET,E5,24,24,0,72
Military,NAVSEA,LCS,HM,E5,6,8,-2,72
Military,NAVAIR,SSN,IT,E3,23,21,2,72
Military,NAVAIR,DDG,CTN,E5,22,23,-1,72
Military,NAVSEA,LCS,CTN,E5,10,12,-2,72
Military,NAVSEA,LHA,CTN,E3,24,22,2,72
Military,CNP,DDG,IT,E4,7,9,-2,60
Military,NAVSEA,SHORE,ET,E4,5,5,0,28
Military,CNP,LHA,IT,E5,24,26,-2,72
Military,CNP,LPD,EN,E2,14,16,-2,52
Military,USFF,SSN,HM,E6,9,10,-1,72
Military,NAVWAR,SSN,GM,E3,11,13,-2,52
Military,NAVSEA,LPD,HM,E3,9,10,-1,52
Military,NAVSEA,SHORE,ET,E7,8,9,-1,48
Military,NAVAIR,LCS,LS,E3,12,10,2,72
Military,NAVWAR,SSN,IT,E2,7,7,0,52
Military,NAVWAR,CVN,PS,E5,11,11,0,72
Military,NAVWAR,DDG,CTN,E4,10,9,1,80
Military,CNP,LHA,LS,E8,11,13,-2,80
Military,USFF,SHORE,GM,E1,14,14,0,20
Military,NAVSEA,SSN,CTN,E4,21,23,-2,60
Military,NAVSEA,DDG,PS,E2,21,20,1,72
Military,NAVAIR,DDG,CTN,E3,14,13,1,72
Military,NAVWAR,LCS,PS,E3,16,15,1,72
Military,CNP,LHA,LS,E8,3,4,-1,80
Military,USFF,SSN,EN,E5,2,0,2,92
Military,CNP,LHA,LS,E8,2,0,2,100
Military,NAVWAR,LPD,OS,E3,23,24,-1,52
Military,CNP,CVN,OS,E6,13,15,-2,72
Military,USFF,DDG,OS,E1,14,16,-2,52
Military,CNP,DDG,PS,E5,22,21,1,92
Military,USFF,DDG,OS,E3,24,22,2,72
Military,NAVAIR,SHORE,LS,E7,5,6,-1,48
Military,NAVWAR,LCS,IT,E6,4,3,1,92
Military,NAVWAR,LHA,OS,E5,5,4,1,92
Military,NAVSEA,LPD,HM,E6,4,4,0,72
Military,NAVSEA,LHA,EN,E5,1,1,0,72
Military,NAVSEA,LCS,CTN,E6,18,19,-1,72
Military,NAVSEA,LHA,IT,E7,10,10,0,80
Military,NAVWAR,SSN,HM,E6,3,3,0,72
Military,NAVWAR,SHORE,LS,E2,2,1,1,40
Military,NAVWAR,LHA,PS,E7,22,21,1,100
Military,USFF,CVN,GM,E4,17,19,-2,60
Military,NAVWAR,LHA,ET,E3,6,8,-2,52
Military,USFF,LCS,HM,E4,7,7,0,60
Military,NAVAIR,SHORE,OS,E1,1,0,1,40
Military,CNP,LPD,ET,E5,15,17,-2,72
Military,NAVSEA,SHORE,LS,E4,21,23,-2,28
Military,USFF,LCS,EN,E7,3,1,2,100
Military,CNP,DDG,HM,E3,11,13,-2,52
Military,NAVAIR,CVN,ET,E3,5,7,-2,52
Military,NAVAIR,SHORE,LS,E1,11,11,0,20
Military,CNP,LCS,PS,E5,7,5,2,92
Military,USFF,SHORE,CTN,E3,24,25,-1,20
Military,NAVWAR,SHORE,HM,E7,1,0,1,68
Military,NAVAIR,CVN,EN,E4,13,11,2,80
Military,NAVAIR,SHORE,OS,E5,13,14,-1,40
Military,USFF,CVN,CTN,E8,1,0,1,100
Military,USFF,LHA,HM,E7,10,12,-2,80
Military,NAVSEA,CVN,HM,E3,4,4,0,52
Military,NAVAIR,SHORE,OS,E7,13,11,2,68
Military,USFF,CVN,GM,E8,10,8,2,100
Military,NAVWAR,DDG,HM,E4,16,16,0,60
Military,NAVWAR,SSN,GM,E6,20,20,0,72
Military,NAVSEA,LHA,LS,E3,20,18,2,72
Military,NAVWAR,SSN,EN,E4,9,10,-1,60
Military,USFF,LPD,IT,E5,11,10,1,92
Military,NAVAIR,CVN,EN,E3,22,20,2,72
Military,NAVSEA,SHORE,HM,E5,17,17,0,40
Military,USFF,SHORE,LS,E1,14,14,0,20
Military,CNP,DDG,IT,E8,11,10,1,100
Military,USFF,LHA,PS,E3,15,13,2,72
Military,NAVAIR,LCS,EN,E3,4,6,-2,52
Military,NAVWAR,DDG,ET,E8,3,1,2,100
Military,NAVAIR,LCS,CTN,E6,22,20,2,92
Military,USFF,LHA,OS,E2,5,3,2,72
Military,NAVSEA,LPD,LS,E7,5,5,0,80
Military,NAVAIR,CVN,CTN,E4,14,15,-1,60
Military,CNP,LCS,PS,E9,9,9,0,80
Military,NAVWAR,CVN,EN,E5,23,21,2,92
Military,USFF,LPD,GM,E1,2,2,0,52
Military,NAVWAR,SSN,PS,E5,14,16,-2,72
Military,USFF,SSN,CTN,E3,4,5,-1,52
Military,CNP,LCS,OS,E4,23,21,2,80
Military,NAVWAR,LPD,EN,E9,5,4,1,100
Military,CNP,DDG,GM,E3,22,24,-2,52
Military,NAVWAR,SHORE,PS,E3,6,7,-1,20
Military,NAVWAR,LPD,CTN,E4,10,9,1,80
Military,NAVWAR,CVN,OS,E5,6,6,0,72
Military,CNP,SSN,ET,E3,3,2,1,72
Military,NAVSEA,DDG,IT,E5,1,0,1,92
Military,NAVAIR,LPD,HM,E2,2,4,-2,52
Military,USFF,CVN,PS,E4,12,10,2,80
Military,USFF,SHORE,IT,E3,1,2,-1,20
Military,CNP,LPD,IT,E5,5,3,2,92
Military,NAVAIR,CVN,EN,E5,2,0,2,92
Military,NAVSEA,DDG,GM,E8,6,7,-1,80
Military,NAVSEA,DDG,ET,E2,2,4,-2,52
Military,CNP,LPD,ET,E1,9,7,2,72
Military,CNP,LHA,HM,E3,12,14,-2,52
Military,CNP,SSN,OS,E6,1,0,1,92
Military,CNP,CVN,LS,E1,24,26,-2,52
Military,NAVWAR,LHA,HM,E4,4,4,0,60
Military,NAVSEA,DDG,IT,E6,6,8,-2,72
Military,NAVSEA,CVN,EN,E3,24,26,-2,52
Military,NAVAIR,CVN,GM,E2,9,11,-2,52
Military,CNP,SSN,CTN,E4,17,17,0,60
Military,CNP,DDG,ET,E6,10,11,-1,72
Military,USFF,LHA,CTN,E6,23,21,2,92
Military,NAVWAR,SHORE,PS,E7,4,3,1,68
Military,CNP,LPD,GM,E9,8,8,0,80
Military,USFF,SSN,LS,E7,16,14,2,100
Military,CNP,LHA,ET,E3,21,21,0,52
Military,NAVWAR,LCS,LS,E6,10,11,-1,72
Military,CNP,CVN,GM,E5,10,10,0,72
Military,NAVAIR,LHA,GM,E6,16,14,2,92
Military,NAVWAR,CVN,EN,E4,19,21,-2,60
Military,NAVAIR,LPD,IT,E6,23,25,-2,72
Military,USFF,LHA,OS,E5,13,11,2,92
Military,NAVWAR,LPD,ET,E9,9,7,2,100
Military,USFF,LPD,EN,E2,11,9,2,72
Military,NAVWAR,LPD,EN,E1,10,9,1,72
Military,USFF,LCS,GM,E5,22,21,1,92
Military,NAVWAR,SSN,OS,E5,8,7,1,92
Military,NAVAIR,LPD,OS,E3,22,24,-2,52
Military,USFF,LHA,IT,E6,8,8,0,72
Military,NAVWAR,SSN,OS,E6,2,3,-1,72
Military,USFF,SSN,HM,E5,20,22,-2,72
Military,NAVWAR,LPD,ET,E8,8,8,0,80
Military,CNP,SHORE,OS,E3,11,13,-2,20
Military,NAVAIR,DDG,GM,E7,6,8,-2,80
Military,CNP,DDG,EN,E5,16,16,0,72
Military,USFF,LPD,OS,E3,9,10,-1,52
Military,NAVSEA,LPD,ET,E1,12,14,-2,52
Military,NAVAIR,CVN,CTN,E7,3,1,2,100
Military,NAVWAR,LCS,IT,E7,20,21,-1,80
Military,CNP,SSN,LS,E4,9,10,-1,60
Military,USFF,LHA,GM,E9,8,9,-1,80
Military,NAVSEA,CVN,GM,E7,21,21,0,80
Military,USFF,SHORE,EN,E4,17,15,2,48
Military,USFF,CVN,ET,E6,14,12,2,92
Military,NAVAIR,DDG,OS,E5,3,5,-2,72
Military,USFF,DDG,IT,E9,12,11,1,100
Military,NAVWAR,CVN,ET,E1,7,7,0,52
Military,CNP,DDG,HM,E3,2,1,1,72
Military,NAVAIR,LPD,OS,E6,24,25,-1,72
Military,NAVWAR,LPD,GM,E3,22,22,0,52
Military,CNP,LCS,GM,E9,5,3,2,100
Military,NAVAIR,DDG,HM,E7,16,14,2,100
Military,NAVSEA,LPD,PS,E3,10,10,0,52
Military,NAVAIR,LHA,OS,E3,23,23,0,52
Military,NAVSEA,SHORE,GM,E1,5,6,-1,20
Military,USFF,DDG,ET,E1,24,22,2,72
Military,NAVSEA,SHORE,EN,E1,21,20,1,40
Military,NAVSEA,DDG,EN,E6,21,23,-2,72
Military,CNP,DDG,HM,E3,18,18,0,52
Military,NAVWAR,SHORE,ET,E5,4,6,-2,40
Military,NAVSEA,CVN,IT,E5,1,0,1,92
Military,NAVSEA,CVN,IT,E6,23,21,2,92
Military,NAVSEA,CVN,PS,E4,20,18,2,80
Military,NAVAIR,CVN,LS,E9,9,11,-2,80
Military,USFF,CVN,IT,E3,17,16,1,72
Military,NAVSEA,SHORE,LS,E3,5,4,1,40
Military,NAVWAR,SHORE,EN,E5,11,9,2,60
Military,USFF,LCS,HM,E8,10,9,1,100
Military,CNP,SSN,EN,E4,14,12,2,80
Military,NAVSEA,LCS,ET,E2,16,18,-2,52
Military,NAVSEA,LHA,OS,E5,19,17,2,92
Military,NAVAIR,SSN,CTN,E2,5,7,-2,52
Military,CNP,DDG,CTN,E4,1,3,-2,60
Military,CNP,LCS,ET,E5,4,6,-2,72
Military,CNP,SSN,GM,E6,14,14,0,72
Military,CNP,LCS,EN,E5,19,20,-1,72
Military,NAVSEA,LHA,ET,E4,1,3,-2,60
Military,USFF,LPD,ET,E5,22,21,1,92
Military,USFF,SSN,OS,E3,10,10,0,52
Military,NAVWAR,SHORE,LS,E2,24,23,1,40
Military,NAVAIR,LCS,ET,E6,23,22,1,92
Military,NAVWAR,LHA,LS,E5,1,0,1,92
Military,NAVSEA,DDG,PS,E3,18,19,-1,52
Military,CNP,SHORE,ET,E4,14,13,1,48
Military,NAVAIR,SHORE,PS,E3,15,13,2,40
Military,USFF,CVN,PS,E4,14,13,1,80
Military,NAVSEA,DDG,PS,E6,15,15,0,72
Military,CNP,LCS,EN,E3,11,11,0,52
Military,NAVAIR,SHORE,CTN,E6,15,16,-1,40
Military,NAVWAR,SSN,HM,E9,16,14,2,100
Military,NAVWAR,SSN,CTN,E8,19,20,-1,80
Military,NAVSEA,LPD,CTN,E5,12,10,2,92
Military,NAVSEA,SSN,EN,E3,24,26,-2,52
Military,USFF,SSN,LS,E5,9,9,0,72
Military,NAVSEA,LHA,CTN,E5,17,19,-2,72
Military,NAVAIR,LHA,IT,E5,15,13,2,92
Military,CNP,LPD,EN,E5,11,9,2,92
Military,USFF,LHA,OS,E5,15,17,-2,72
Military,NAVWAR,SHORE,LS,E5,10,10,0,40
Military,NAVAIR,CVN,GM,E5,22,23,-1,72
Military,CNP,LPD,LS,E8,10,9,1,100
Military,NAVAIR,SHORE,PS,E3,23,23,0,20
Military,NAVAIR,CVN,EN,E3,17,15,2,72
Military,NAVWAR,LCS,ET,E2,19,20,-1,52
Military,USFF,LCS,EN,E7,24,26,-2,80
Military,NAVSEA,SSN,IT,E5,3,3,0,72
Military,NAVAIR,LCS,PS,E4,11,12,-1,60
Military,USFF,SSN,LS,E4,24,26,-2,60
Military,CNP,LPD,PS,E4,20,22,-2,60
Military,NAVWAR,LCS,HM,E2,7,6,1,72
Military,NAVWAR,CVN,OS,E3,10,11,-1,52
Military,NAVSEA,LPD,ET,E7,7,6,1,100
Military,NAVWAR,SHORE,GM,E1,2,1,1,40
Military,USFF,SSN,PS,E3,11,12,-1,52
Military,NAVSEA,SSN,EN,E3,15,17,-2,52
Military,NAVSEA,LCS,IT,E8,16,17,-1,80
Military,NAVSEA,DDG,PS,E6,15,15,0,72
Military,CNP,SHORE,IT,E4,15,14,1,48
Military,USFF,DDG,OS,E7,8,6,2,100
Military,USFF,CVN,ET,E6,14,14,0,72
Military,NAVWAR,LHA,HM,E3,15,16,-1,52
Military,NAVWAR,CVN,EN,E6,21,23,-2,72
Military,NAVWAR,SSN,PS,E3,10,9,1,72
Military,NAVAIR,LCS,OS,E6,11,10,1,92
Military,CNP,LCS,ET,E3,2,4,-2,52
Military,CNP,DDG,GM,E4,21,22,-1,60
Military,NAVWAR,CVN,OS,E3,23,23,0,52
Military,USFF,LPD,OS,E1,7,7,0,52
Military,NAVSEA,SSN,LS,E4,6,6,0,60
Military,NAVSEA,LHA,GM,E3,20,19,1,72
Military,USFF,DDG,LS,E3,9,8,1,72
Military,CNP,LPD,HM,E4,12,14,-2,60
Military,CNP,LCS,ET,E3,8,8,0,52
Military,CNP,SHORE,HM,E1,20,20,0,20
Military,NAVSEA,LHA,IT,E6,9,10,-1,72
Military,NAVWAR,LHA,IT,E8,12,10,2,100
Military,NAVAIR,LPD,HM,E5,7,9,-2,72
Military,NAVSEA,SSN,LS,E9,2,4,-2,80
Military,USFF,SSN,PS,E6,6,7,-1,72
Military,CNP,CVN,OS,E3,23,25,-2,52
Military,CNP,CVN,LS,E3,4,3,1,72
Military,NAVWAR,SSN,LS,E3,4,2,2,72
Military,CNP,LHA,LS,E3,19,17,2,72
Military,NAVSEA,LCS,LS,E5,11,12,-1,72
Military,NAVWAR,LPD,LS,E3,14,13,1,72
Military,NAVWAR,SHORE,CTN,E7,15,14,1,68
Military,CNP,DDG,CTN,E2,13,13,0,52
Military,CNP,DDG,IT,E6,19,18,1,92
Military,USFF,CVN,CTN,E4,24,23,1,80
Military,NAVSEA,SSN,CTN,E1,19,21,-2,52
Military,NAVSEA,DDG,CTN,E7,12,13,-1,80
Military,NAVWAR,DDG,GM,E4,22,20,2,80
Military,USFF,SHORE,EN,E2,20,22,-2,20
Military,NAVWAR,LHA,ET,E4,3,3,0,60
Military,NAVSEA,LCS,EN,E2,16,14,2,72
Military,NAVWAR,SHORE,ET,E1,22,20,2,40
Military,NAVAIR,CVN,GM,E6,24,23,1,92
Military,NAVAIR,LPD,PS,E5,3,4,-1,72
Military,USFF,LPD,HM,E5,10,11,-1,72
Military,NAVSEA,LHA,IT,E3,3,5,-2,52
Military,NAVAIR,CVN,CTN,E2,16,18,-2,52
Military,USFF,LCS,CTN,E6,24,24,0,72
Military,USFF,LCS,ET,E7,18,18,0,80
Military,NAVAIR,SSN,PS,E7,7,7,0,80
Military,NAVSEA,SHORE,IT,E9,13,13,0,48
Military,NAVSEA,LHA,OS,E3,18,18,0,52
Military,CNP,SHORE,ET,E8,13,15,-2,48
Military,NAVAIR,CVN,PS,E2,13,14,-1,52
Military,NAVAIR,LPD,CTN,E6,12,12,0,72
Military,NAVWAR,SHORE,GM,E5,12,14,-2,40
Military,NAVAIR,SSN,EN,E4,20,22,-2,60
Military,USFF,LPD,ET,E1,21,19,2,72
Military,NAVWAR,SHORE,PS,E4,8,7,1,48
Military,USFF,SSN,IT,E9,17,18,-1,80
Military,NAVAIR,SSN,HM,E4,3,2,1,80
Military,NAVSEA,SSN,LS,E5,12,12,0,72
Military,CNP,LHA,PS,E3,7,6,1,72
Military,NAVAIR,LPD,PS,E4,23,24,-1,60
Military,NAVWAR,DDG,PS,E3,18,16,2,72
Military,USFF,LCS,ET,E3,1,2,-1,52
Military,USFF,LPD,PS,E3,15,17,-2,52
Military,NAVAIR,CVN,IT,E8,2,2,0,80
Military,NAVAIR,SSN,LS,E9,20,19,1,100
Military,NAVWAR,DDG,EN,E3,14,14,0,52
Military,USFF,LHA,PS,E8,6,5,1,100
Military,USFF,CVN,LS,E7,9,11,-2,80
Military,NAVSEA,LCS,HM,E9,10,9,1,100
Military,USFF,LPD,HM,E6,6,6,0,72
Military,NAVWAR,DDG,IT,E4,4,6,-2,60
Military,USFF,SSN,CTN,E4,7,5,2,80
Military,CNP,SSN,IT,E7,5,3,2,100
Military,NAVAIR,LPD,GM,E5,19,19,0,72
Military,USFF,LCS,IT,E4,12,11,1,80
Military,CNP,DDG,PS,E4,22,23,-1,60
Military,NAVAIR,DDG,IT,E4,3,1,2,80
Military,NAVAIR,DDG,HM,E6,9,7,2,92
Military,NAVSEA,CVN,EN,E1,7,6,1,72
Military,NAVWAR,LHA,HM,E4,2,1,1,80
Military,USFF,DDG,CTN,E4,21,21,0,60
Military,CNP,LPD,ET,E3,12,11,1,72
Military,USFF,DDG,CTN,E6,8,9,-1,72
Military,NAVSEA,LPD,ET,E4,11,11,0,60
Military,USFF,CVN,LS,E4,9,11,-2,60
Military,USFF,LPD,LS,E3,13,13,0,52
Military,NAVAIR,LHA,OS,E5,19,18,1,92
Military,USFF,DDG,PS,E4,16,14,2,80
Military,NAVSEA,LCS,CTN,E5,23,23,0,72
Military,CNP,DDG,EN,E6,5,5,0,72
Military,NAVWAR,CVN,LS,E3,13,12,1,72
Military,NAVWAR,LCS,OS,E4,7,8,-1,60
Military,CNP,DDG,HM,E6,10,12,-2,72
Military,USFF,LCS,GM,E4,12,12,0,60
Military,USFF,SSN,HM,E3,23,24,-1,52
Military,CNP,SSN,IT,E2,20,22,-2,52
Military,CNP,LPD,OS,E5,4,3,1,92
Military,USFF,DDG,OS,E2,9,11,-2,52
Military,CNP,DDG,EN,E2,15,13,2,72
Military,CNP,LPD,CTN,E2,20,22,-2,52
Military,NAVAIR,SHORE,PS,E5,10,12,-2,40
Military,USFF,LHA,PS,E3,17,15,2,72
Military,USFF,LCS,ET,E3,19,21,-2,52
Military,NAVWAR,SHORE,LS,E3,15,17,-2,20
Military,CNP,DDG,ET,E3,2,1,1,72
Military,NAVSEA,SSN,PS,E3,22,21,1,72
Military,CNP,SHORE,LS,E7,7,5,2,68
Military,NAVSEA,LPD,GM,E3,17,16,1,72
Military,NAVWAR,LHA,CTN,E3,1,2,-1,52
Military,NAVSEA,SHORE,OS,E3,19,20,-1,20
Military,CNP,LHA,EN,E7,13,15,-2,80
Military,NAVSEA,SSN,ET,E4,17,18,-1,60
Military,NAVWAR,LHA,OS,E4,24,25,-1,60
Military,NAVSEA,LPD,CTN,E8,1,3,-2,80
Military,NAVSEA,LHA,EN,E7,17,15,2,100
Military,NAVAIR,DDG,IT,E4,21,19,2,80
Military,CNP,SHORE,LS,E5,9,9,0,40
Military,NAVWAR,LPD,EN,E1,14,14,0,52
Military,USFF,SHORE,HM,E4,18,20,-2,28
Military,CNP,DDG,CTN,E3,13,12,1,72
Military,CNP,LCS,PS,E4,19,18,1,80
Military,NAVAIR,DDG,IT,E5,24,24,0,72
Military,USFF,SSN,HM,E4,12,11,1,80
Military,USFF,CVN,CTN,E6,13,11,2,92
Military,USFF,DDG,HM,E3,1,0,1,72
Military,USFF,LPD,LS,E2,12,13,-1,52
Military,NAVWAR,SHORE,GM,E5,22,21,1,60
Military,USFF,LCS,HM,E4,17,16,1,80
Military,USFF,DDG,OS,E4,1,0,1,80
Military,NAVSEA,LPD,PS,E4,24,25,-1,60
Military,CNP,LCS,ET,E5,9,8,1,92
Military,CNP,CVN,IT,E3,18,17,1,72
Military,CNP,SSN,LS,E7,2,0,2,100
Military,NAVAIR,DDG,HM,E4,7,9,-2,60
Military,NAVAIR,DDG,ET,E3,12,10,2,72
Military,NAVAIR,LPD,OS,E4,4,4,0,60
Military,NAVAIR,CVN,IT,E6,15,14,1,92
Military,CNP,CVN,PS,E4,21,22,-1,60
Military,NAVWAR,LHA,IT,E5,20,18,2,92
Military,NAVSEA,SSN,IT,E3,1,0,1,72
Military,CNP,SSN,ET,E4,24,24,0,60
Military,USFF,LCS,CTN,E4,2,2,0,60
Military,USFF,SHORE,OS,E3,12,14,-2,20
Military,NAVAIR,LPD,GM,E3,15,16,-1,52
Military,NAVSEA,SHORE,PS,E9,3,1,2,68
Military,CNP,SSN,LS,E7,5,5,0,80
Military,NAVAIR,SSN,LS,E4,5,5,0,60
Military,NAVSEA,LHA,EN,E3,23,25,-2,52
Military,NAVWAR,LHA,CTN,E7,20,18,2,100
Military,CNP,SHORE,CTN,E8,14,14,0,48
Military,NAVSEA,LCS,ET,E3,13,12,1,72
Military,USFF,SSN,IT,E3,10,9,1,72
Military,NAVAIR,LHA,ET,E5,9,7,2,92
Military,NAVAIR,LHA,OS,E5,3,3,0,72
Military,NAVAIR,LCS,IT,E4,14,16,-2,60
Military,CNP,CVN,IT,E3,15,14,1,72
Military,USFF,LPD,OS,E5,2,4,-2,72
Military,NAVAIR,LCS,ET,E4,20,22,-2,60
Military,NAVWAR,SSN,EN,E3,9,9,0,52
Military,NAVAIR,LHA,HM,E3,17,16,1,72
Military,USFF,LCS,PS,E3,17,19,-2,52
Military,USFF,LHA,HM,E6,2,1,1,92
Military,NAVSEA,LCS,IT,E2,20,22,-2,52
Military,NAVWAR,LCS,CTN,E3,21,21,0,52
Military,NAVAIR,DDG,IT,E5,10,11,-1,72
Military,NAVWAR,SHORE,CTN,E3,4,4,0,20
Military,NAVWAR,CVN,EN,E5,20,20,0,72
Military,CNP,LHA,HM,E1,23,23,0,52
Military,NAVSEA,DDG,PS,E2,8,7,1,72
Military,NAVAIR,CVN,ET,E4,13,15,-2,60
Military,NAVSEA,DDG,PS,E3,11,9,2,72
Military,NAVSEA,LCS,ET,E5,20,18,2,92
Military,NAVWAR,SSN,EN,E7,4,6,-2,80
Military,NAVSEA,SHORE,EN,E4,12,13,-1,28
Military,NAVWAR,CVN,LS,E1,15,13,2,72
Military,NAVAIR,LCS,IT,E3,17,18,-1,52
Military,USFF,DDG,PS,E3,12,11,1,72
Military,CNP,LHA,GM,E5,1,0,1,92
Military,NAVWAR,LPD,GM,E2,1,0,1,72
Military,CNP,DDG,CTN,E4,1,3,-2,60
Military,NAVAIR,LHA,HM,E3,23,25,-2,52
Military,NAVSEA,LPD,PS,E2,5,6,-1,52
Military,NAVAIR,LPD,HM,E5,19,21,-2,72
Military,NAVSEA,CVN,LS,E5,3,5,-2,72
Military,CNP,LCS,EN,E3,24,24,0,52
Military,NAVAIR,SSN,EN,E5,18,19,-1,72
Military,NAVSEA,LCS,LS,E4,14,14,0,60
Military,NAVSEA,SSN,OS,E4,7,8,-1,60
Military,NAVAIR,DDG,HM,E3,6,6,0,52
Military,NAVWAR,LHA,LS,E3,2,0,2,72
Military,CNP,CVN,LS,E5,20,18,2,92
Military,NAVSEA,CVN,IT,E6,20,21,-1,72
Military,USFF,LHA,HM,E4,10,8,2,80
Military,NAVSEA,LHA,LS,E3,6,6,0,52
Military,NAVWAR,SHORE,ET,E3,22,23,-1,20
Military,USFF,DDG,IT,E4,9,11,-2,60
Military,CNP,DDG,LS,E2,19,20,-1,52
Military,NAVAIR,SHORE,ET,E6,9,10,-1,40
Military,NAVWAR,SSN,PS,E1,20,20,0,52
Military,NAVAIR,LPD,IT,E4,7,7,0,60
Military,NAVAIR,LCS,HM,E8,3,4,-1,80
Military,NAVWAR,SHORE,PS,E3,19,18,1,40
Military,NAVAIR,CVN,GM,E9,17,15,2,100
Military,USFF,SHORE,OS,E5,1,0,1,60
Military,NAVAIR,LHA,ET,E5,17,19,-2,72
Military,NAVAIR,SHORE,PS,E3,3,3,0,20
Military,USFF,SHORE,OS,E3,19,20,-1,20
Military,NAVWAR,DDG,GM,E5,9,9,0,72
Military,NAVWAR,SSN,ET,E4,13,14,-1,60
Military,USFF,SSN,OS,E4,15,15,0,60
Military,NAVWAR,SSN,ET,E3,19,17,2,72
Military,NAVWAR,LCS,EN,E7,14,15,-1,80
Military,USFF,LPD,OS,E3,17,17,0,52
Military,NAVSEA,LHA,CTN,E4,16,17,-1,60
Military,CNP,CVN,IT,E1,4,3,1,72
Military,NAVSEA,SSN,IT,E4,1,0,1,80
Military,NAVWAR,LPD,GM,E5,5,5,0,72
Military,NAVAIR,LCS,PS,E3,8,9,-1,52
Military,CNP,LHA,EN,E7,3,1,2,100
Military,USFF,CVN,PS,E1,11,10,1,72
Military,NAVWAR,LPD,PS,E6,10,12,-2,72
Military,USFF,LPD,GM,E9,19,18,1,100
Military,CNP,LHA,IT,E7,8,10,-2,80
Military,NAVSEA,LCS,OS,E5,6,4,2,92
Military,USFF,CVN,PS,E5,9,7,2,92
Military,NAVWAR,DDG,ET,E4,23,25,-2,60
Military,CNP,LHA,EN,E6,1,3,-2,72
Military,USFF,LHA,EN,E7,9,11,-2,80
Military,CNP,SSN,IT,E5,24,25,-1,72
Military,NAVAIR,SHORE,EN,E6,13,15,-2,40
Military,NAVSEA,SSN,ET,E3,19,17,2,72
Military,NAVWAR,LCS,IT,E7,10,12,-2,80
Military,CNP,LHA,ET,E3,13,13,0,52
Military,NAVAIR,LHA,PS,E7,17,17,0,80
Military,NAVWAR,DDG,EN,E4,7,7,0,60
Military,CNP,LPD,PS,E1,18,18,0,52
Military,NAVSEA,DDG,PS,E3,9,7,2,72
Military,USFF,CVN,CTN,E6,9,9,0,72
Military,USFF,SSN,EN,E4,17,18,-1,60
Military,NAVAIR,SSN,LS,E7,20,20,0,80
Military,NAVSEA,SHORE,LS,E3,11,12,-1,20
Military,NAVWAR,LHA,GM,E7,9,10,-1,80
Military,CNP,LHA,HM,E3,11,10,1,72
Military,NAVSEA,LPD,IT,E3,22,24,-2,52
Military,CNP,LPD,PS,E3,17,16,1,72
Military,NAVSEA,SSN,ET,E5,7,7,0,72
Military,CNP,LHA,IT,E4,8,8,0,60
Military,NAVAIR,LHA,PS,E3,14,16,-2,52
Military,CNP,SHORE,OS,E5,2,1,1,60
Military,NAVSEA,LHA,ET,E4,14,16,-2,60
Military,USFF,LPD,ET,E3,20,22,-2,52
Military,CNP,LHA,LS,E3,7,5,2,72
Military,NAVWAR,SHORE,EN,E2,16,16,0,20
Military,CNP,LHA,LS,E2,17,18,-1,52
Military,NAVWAR,LHA,IT,E4,7,7,0,60
Military,USFF,CVN,PS,E7,12,10,2,100
Military,NAVAIR,LHA,ET,E3,11,13,-2,52
Military,NAVWAR,SSN,EN,E6,4,5,-1,72
Military,NAVWAR,DDG,HM,E4,16,18,-2,60
Military,NAVSEA,CVN,LS,E3,4,6,-2,52
Military,NAVAIR,CVN,LS,E4,16,14,2,80
Military,NAVAIR,CVN,PS,E5,3,1,2,92
Military,NAVWAR,LPD,GM,E2,11,12,-1,52
Military,USFF,LPD,HM,E6,20,18,2,92
Military,NAVWAR,SHORE,CTN,E8,22,23,-1,48
Military,USFF,LCS,EN,E3,12,14,-2,52
Military,NAVWAR,LHA,LS,E3,3,3,0,52
Military,CNP,CVN,OS,E1,4,5,-1,52
Military,NAVSEA,LHA,HM,E4,15,16,-1,60
Military,USFF,DDG,LS,E4,17,17,0,60
Military,NAVAIR,LPD,PS,E4,18,18,0,60
Military,CNP,LCS,HM,E4,4,3,1,80
Military,NAVWAR,SSN,ET,E5,2,2,0,72
Military,NAVAIR,SHORE,PS,E6,17,19,-2,40
Military,NAVAIR,SSN,OS,E4,20,19,1,80
Military,NAVSEA,DDG,OS,E6,7,6,1,92
Military,NAVWAR,LCS,OS,E1,23,25,-2,52
Military,CNP,LPD,ET,E4,22,24,-2,60
Military,NAVSEA,SSN,GM,E7,12,10,2,100
Military,NAVAIR,LHA,PS,E3,22,20,2,72
Military,NAVSEA,CVN,ET,E7,14,13,1,100
Military,CNP,DDG,CTN,E1,7,8,-1,52
